"SpeciesName","TraitName","value"
"Potamogeton gramineus","Leaf petiole length",0
"Potamogeton gramineus","Plant growth form",NA
"Potamogeton gramineus","Plant height vegetative",0.444285714285714
"Potamogeton gramineus","Plant reproductive phenology timing",NA
"Potamogeton gramineus L.","Plant growth form",NA
"Potamogeton gramineus L.","Plant reproductive phenology timing",NA
"Potamogeton gramineus x lucens (P. x zizii)","Plant height vegetative",1.2
"Potamogeton gramineus x perfoliatus (P. x nitens)","Plant height vegetative",2.5
"Potamogeton groenlandicus","Plant growth form",NA
"Potamogeton hagstroemii","Plant growth form",NA
"Potamogeton helveticus","Plant growth form",NA
"Potamogeton illinoensis","Plant growth form",NA
"Potamogeton insulanus","Plant growth form",NA
"Potamogeton interior","Plant growth form",NA
"Potamogeton interruptus","Plant growth form",NA
"Potamogeton lateralis","Plant growth form",NA
"Potamogeton latifolius","Plant growth form",NA
"Potamogeton natans","Dispersal syndrome",NA
"Potamogeton natans","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",26.9376761683078
"Potamogeton natans","Leaf thickness",0.247
"Potamogeton natans","Plant growth form",NA
"Potamogeton natans","Plant height vegetative",0.515714285714286
"Potamogeton natans","Plant reproductive phenology timing",NA
"Potamogeton natans","Seed number per flower",4
"Potamogeton natans","Seed number per inflorescence (total, fertile, infertile)",4
"Potamogeton natans L.","Dispersal syndrome",NA
"Potamogeton natans L.","Plant growth form",NA
"Potamogeton natans L.","Plant reproductive phenology timing",NA
"Potamogeton nodosus","Dispersal syndrome",NA
"Potamogeton nodosus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",34.9130844155844
"Potamogeton nodosus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",32.113
"Potamogeton nodosus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",26.2613095236667
"Potamogeton nodosus","Leaf thickness",0.27
"Potamogeton nodosus","Plant growth form",NA
"Potamogeton nodosus","Plant height vegetative",1.00857142857143
"Potamogeton nodosus","Plant reproductive phenology timing",NA
"Potamogeton nodosus","Seed number per inflorescence (total, fertile, infertile)",0
"Potamogeton nodosus Poir.","Plant growth form",NA
"Potamogeton nodosus Poir.","Plant reproductive phenology timing",NA
"Potamogeton panormitanus","Plant growth form",NA
"Potamogeton pectinatus","Dispersal syndrome",NA
"Potamogeton pectinatus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",31.6
"Potamogeton pectinatus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",57.808
"Potamogeton pectinatus","Plant growth form",NA
"Potamogeton pectinatus","Plant height vegetative",1.8875
"Potamogeton pectinatus","Plant reproductive phenology timing",NA
"Potamogeton pectinatus","Seed number per flower",4.75
"Potamogeton pectinatus","Seed number per inflorescence (total, fertile, infertile)",4
"Potamogeton perfoliatis","Plant growth form",NA
"Potamogeton perfoliatus","Dispersal syndrome",NA
"Potamogeton perfoliatus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",86.112
"Potamogeton perfoliatus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",86.18
"Potamogeton perfoliatus","Plant biomass and allometry: Seed number per plant",1680
"Potamogeton perfoliatus","Plant growth form",NA
"Potamogeton perfoliatus","Plant height vegetative",3
"Potamogeton perfoliatus","Plant reproductive phenology timing",NA
"Potamogeton pusillus","Dispersal syndrome",NA
"Potamogeton pusillus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",76.138
"Potamogeton pusillus","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",76.63
"Potamogeton pusillus","Plant growth form",NA
"Potamogeton pusillus","Plant height vegetative",0.7
"Potamogeton pusillus","Plant reproductive phenology timing",NA
"Potamogeton pusillus aggr.","Plant height vegetative",0.55
"POTAMOGETON PUSILLUS L.","Plant growth form",NA
"Potamogeton pusillus ssp. pusillus","Plant growth form",NA
"Potamogeton pusillus ssp. tenuissimus","Plant growth form",NA
"Potamogeton richardsonii","Plant growth form",NA
"Potamogeton robbinsii","Plant growth form",NA
"Potamogeton robbinsii Oakes","Plant growth form",NA
"Potamogeton robbinsii Oakes","Plant reproductive phenology timing",NA
"Potamogeton sparganiifolius","Plant growth form",NA
"Potamogeton spirillus","Plant growth form",NA
"Potamogeton subobtusus","Plant growth form",NA
"Potamogeton varians","Plant growth form",NA
"Potentilla anglica","Dispersal syndrome",NA
"Potentilla anglica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",25.578
"Potentilla anglica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",25.79
"Potentilla anglica","Plant growth form",NA
"Potentilla anglica","Plant height generative",0.425
"Potentilla anglica","Plant height vegetative",0.293333333333333
"Potentilla anglica","Plant reproductive phenology timing",NA
"Potentilla argentea","Dispersal syndrome",NA
"Potentilla argentea","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",16.7
"Potentilla argentea","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",15.9525584388571
"Potentilla argentea","Leaf petiole length",0
"Potentilla argentea","Plant biomass and allometry: Seed number per plant",10931.6666666667
"Potentilla argentea","Plant growth form",NA
"Potentilla argentea","Plant height generative",0.22
"Potentilla argentea","Plant height vegetative",0.27
"Potentilla argentea","Plant reproductive phenology timing",NA
"Potentilla argentea","Seed number per flower",302.5
"Potentilla argentea","Seed number per inflorescence (total, fertile, infertile)",131
"POTENTILLA ARGENTEA L.","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.3708639725
"POTENTILLA ARGENTEA L.","Leaf thickness",0.148
"POTENTILLA ARGENTEA L.","Plant growth form",NA
"POTENTILLA ARGENTEA L.","Plant height vegetative",0.2
"Potentilla argentea var. argentea","Plant growth form",NA
"Potentilla canadensis","Plant growth form",NA
"Potentilla canadensis","Plant height vegetative",0.1
"Potentilla canadensis","Stem diameter",0.001025
"Potentilla canadensis var. canadensis","Plant growth form",NA
"Potentilla caroliniana","Plant growth form",NA
"Potentilla flabellifolia","Plant growth form",NA
"Potentilla hyparctica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",18.86792453
"Potentilla hyparctica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",14.9174537977876
"Potentilla hyparctica","Plant growth form",NA
"Potentilla hyparctica","Plant height vegetative",0.03
"Potentilla hyparctica Malte","Plant growth form",NA
"Potentilla indica","Plant growth form",NA
"Potentilla intermedia","Dispersal syndrome",NA
"Potentilla intermedia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",20.595
"Potentilla intermedia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",18.902
"Potentilla intermedia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.75
"Potentilla intermedia","Plant biomass and allometry: Seed number per plant",29399.3333333333
"Potentilla intermedia","Plant growth form",NA
"Potentilla intermedia","Plant height generative",0.3675
"Potentilla intermedia","Plant height vegetative",0.3335
"Potentilla intermedia","Plant reproductive phenology timing",NA
"Potentilla monspeliensis","Plant growth form",NA
"Potentilla norvegica","Dispersal syndrome",NA
"Potentilla norvegica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",25.1641886187099
"Potentilla norvegica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",24.108
"Potentilla norvegica","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",19.3066186705
"Potentilla norvegica","Plant biomass and allometry: Seed number per plant",11923
"Potentilla norvegica","Plant growth form",NA
"Potentilla norvegica","Plant height generative",0.423125
"Potentilla norvegica","Plant height vegetative",0.476074074074074
"Potentilla norvegica","Plant reproductive phenology timing",NA
"Potentilla norvegica","Seed number per inflorescence (total, fertile, infertile)",130.75
"POTENTILLA NORVEGICA L.","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",21.7554814398845
"POTENTILLA NORVEGICA L.","Plant height generative",0.391555555555556
"Potentilla norvegica ssp. monspeliensis","Plant growth form",NA
"Potentilla norvegica ssp. norvegica","Plant growth form",NA
"Potentilla procumbens","Plant growth form",NA
"Potentilla pumila","Plant growth form",NA
"Potentilla recta","Dispersal syndrome",NA
"Potentilla recta","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",17.4628571428571
"Potentilla recta","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",14.2070909090909
"Potentilla recta","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",16.8594159189524
"Potentilla recta","Leaf thickness",0.152
"Potentilla recta","Plant biomass and allometry: Seed number per plant",3575
"Potentilla recta","Plant growth form",NA
"Potentilla recta","Plant height generative",0.425
"Potentilla recta","Plant height vegetative",0.424647058823529
"Potentilla recta","Plant reproductive phenology timing",NA
"Potentilla recta","Root/shoot ratio",3.43888888888889
"Potentilla recta","Stem diameter",0.00118823529411765
"POTENTILLA RECTA L.","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",9.5734761939477
"POTENTILLA RECTA L.","Leaf thickness",0.1846
"POTENTILLA RECTA L.","Plant growth form",NA
"POTENTILLA RECTA L.","Plant height vegetative",0.4
"Potentilla sibbaldii","Plant growth form",NA
"Potentilla simplex","Dispersal syndrome",NA
"Potentilla simplex","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",31.4
"Potentilla simplex","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",20.98988372
"Potentilla simplex","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",28.6293613001
"Potentilla simplex","Leaf thickness",0.11
"Potentilla simplex","Plant growth form",NA
"Potentilla simplex","Plant height generative",0.172
"Potentilla simplex","Plant height vegetative",0.200888888888889
"Potentilla simplex","Plant reproductive phenology timing",NA
"Potentilla simplex","Stem diameter",0.00101555555555556
"Potentilla villosa","Plant growth form",NA
"Potentilla villosa","Plant height vegetative",NA
"Potentilla villosula","Plant growth form",NA
"Pottia truncata","Plant growth form",NA
"Pratia angulata","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",33.5542619990206
"Pratia angulata","Plant growth form",NA
"Pratia angulata","Plant height vegetative",0.05
"Prenanthes alba","Plant growth form",NA
"Prenanthes nana","Plant growth form",NA
"Prenanthes racemosa","Plant growth form",NA
"Prenanthes racemosa var. multiflora","Plant growth form",NA
"Prenanthes racemosa var. racemosa","Plant growth form",NA
"Prenanthes trifoliolata","Plant growth form",NA
"Primula malacoides","Plant growth form",NA
"primula meadia","Dispersal syndrome",NA
"primula meadia","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",16.31670103
"primula meadia","Plant growth form",NA
"primula meadia","Plant height generative",0.419
"primula meadia","Plant height vegetative",0.099
"primula meadia","Plant reproductive phenology timing",NA
"Prosartes hookeri","Plant growth form",NA
"Prosartes hookeri var. trachyandra","Plant growth form",NA
"Prosartes oregana","Plant growth form",NA
"Prosartes trachyandra","Plant growth form",NA
"Prosartes trachycarpa","Plant growth form",NA
"Prosthechea cochleata","Plant growth form",NA
"Prosthechea cochleata var. cochleata","Plant growth form",NA
"Prunella dissecta","Plant growth form",NA
"Prunella vugaris","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",25.8159800330567
"Prunella vulgaris","Dispersal syndrome",NA
"Prunella vulgaris","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",25.8182036854838
"Prunella vulgaris","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",24.4246208860639
"Prunella vulgaris","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",28.34659430872
"Prunella vulgaris","Leaf thickness",0.198571428571429
"Prunella vulgaris","Plant biomass and allometry: Seed number per plant",349.944444444444
"Prunella vulgaris","Plant growth form",NA
"Prunella vulgaris","Plant height generative",0.192272727272727
"Prunella vulgaris","Plant height vegetative",0.167452459016393
"Prunella vulgaris","Plant reproductive phenology timing",NA
"Prunella vulgaris","Root/shoot ratio",0.270452275107408
"Prunella vulgaris","Seed number per flower",4
"Prunella vulgaris","Seed number per inflorescence (total, fertile, infertile)",98
"Prunella vulgaris","Stem diameter",0.001672
"Prunella vulgaris L.","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole excluded",36.302114570611
"Prunella vulgaris L.","Plant growth form",NA
"Prunella vulgaris L.","Plant height generative",0.22
"Prunella vulgaris L.","Plant height vegetative",0.2786
"Prunella vulgaris L.","Plant reproductive phenology timing",NA
"Prunella vulgaris ssp. vulgaris","Plant growth form",NA
"Prunus A-pugetensis","Plant growth form",NA
"Prunus americana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): petiole included",30.7345509259259
"Prunus americana","Leaf area per leaf dry mass (specific leaf area, SLA or 1/LMA): undefined if petiole is in- or excluded",29.735329365
"Prunus americana","Plant growth form",NA
"Prunus americana","Plant height vegetative",6.55253333333333
"Prunus americana","Stem diameter",0.129
"Prunus americana Marsh.","Plant growth form",NA
"Prunus americana Marsh.","Plant height vegetative",7.3152
